Total Trades,Profitable Trades,Loss-Making Trades,Win Rate,Average Profit per Trade,Average Loss per Trade,Risk Reward Ratio,Expectancy,Average ROR per Trade,Sharpe Ratio,Max Drawdown,Max Drawdown Percentage,CAGR,Calmar Ratio
249,153,96,0.6144578313253012,7609.5424836601305,-10554.375,0.720984661210174,8744.899598393575,0.7750097981750751,6.425341892568271e-05,-55205.0,-849.3076923076924,23.134516550346046,2.7239264120505258
